Time-stamp: 5 s, Heart Rate: 3.00 BPM
Time-stamp: 156 s, Heart Rate: 10.00 BPM
Time-stamp: 156 s, Heart Rate: 10.00 BPM
Time-stamp: 156 s, Heart Rate: 10.00 BPM
Time-stamp: 157 s, Heart Rate: 10.00 BPM
Time-stamp: 157 s, Heart Rate: 10.00 BPM
Time-stamp: 157 s, Heart Rate: 10.00 BPM
Time-stamp: 157 s, Heart Rate: 10.00 BPM
Time-stamp: 157 s, Heart Rate: 10.00 BPM
Time-stamp: 157 s, Heart Rate: 10.00 BPM
Time-stamp: 157 s, Heart Rate: 10.00 BPM
Time-stamp: 157 s, Heart Rate: 10.00 BPM
Time-stamp: 157 s, Heart Rate: 10.00 BPM
Time-stamp: 157 s, Heart Rate: 10.00 BPM
Time-stamp: 157 s, Heart Rate: 10.00 BPM
Time-stamp: 157 s, Heart Rate: 10.00 BPM
Time-stamp: 157 s, Heart Rate: 10.00 BPM
Time-stamp: 157 s, Heart Rate: 10.00 BPM
Time-stamp: 157 s, Heart Rate: 10.00 BPM
Time-stamp: 157 s, Heart Rate: 10.00 BPM
Time-stamp: 157 s, Heart Rate: 10.00 BPM
Time-stamp: 157 s, Heart Rate: 10.00 BPM
Time-stamp: 157 s, Heart Rate: 10.00 BPM
Time-stamp: 157 s, Heart Rate: 10.00 BPM
Time-stamp: 157 s, Heart Rate: 10.00 BPM
Time-stamp: 157 s, Heart Rate: 10.00 BPM
Time-stamp: 158 s, Heart Rate: 10.00 BPM
Time-stamp: 158 s, Heart Rate: 10.00 BPM
Time-stamp: 158 s, Heart Rate: 10.00 BPM
Time-stamp: 158 s, Heart Rate: 10.00 BPM
Time-stamp: 158 s, Heart Rate: 10.00 BPM
Time-stamp: 158 s, Heart Rate: 10.00 BPM
Time-stamp: 158 s, Heart Rate: 10.00 BPM
Time-stamp: 158 s, Heart Rate: 10.00 BPM
Time-stamp: 158 s, Heart Rate: 10.00 BPM
Time-stamp: 158 s, Heart Rate: 10.00 BPM
Time-stamp: 158 s, Heart Rate: 10.00 BPM
Time-stamp: 158 s, Heart Rate: 10.00 BPM
Time-stamp: 158 s, Heart Rate: 10.00 BPM
Time-stamp: 158 s, Heart Rate: 10.00 BPM
Time-stamp: 158 s, Heart Rate: 10.00 BPM
Time-stamp: 158 s, Heart Rate: 10.00 BPM
Time-stamp: 158 s, Heart Rate: 10.00 BPM
Time-stamp: 158 s, Heart Rate: 10.00 BPM
Time-stamp: 158 s, Heart Rate: 10.00 BPM
Time-stamp: 158 s, Heart Rate: 10.00 BPM
Time-stamp: 158 s, Heart Rate: 10.00 BPM
Time-stamp: 159 s, Heart Rate: 10.00 BPM
Time-stamp: 159 s, Heart Rate: 10.00 BPM
Time-stamp: 159 s, Heart Rate: 10.00 BPM
Time-stamp: 159 s, Heart Rate: 10.00 BPM
Time-stamp: 159 s, Heart Rate: 10.00 BPM
Time-stamp: 159 s, Heart Rate: 10.00 BPM
Time-stamp: 159 s, Heart Rate: 10.00 BPM
Time-stamp: 159 s, Heart Rate: 10.00 BPM
Time-stamp: 159 s, Heart Rate: 10.00 BPM
Time-stamp: 159 s, Heart Rate: 10.00 BPM
Time-stamp: 159 s, Heart Rate: 10.00 BPM
Time-stamp: 159 s, Heart Rate: 10.00 BPM
Time-stamp: 159 s, Heart Rate: 10.00 BPM
Time-stamp: 159 s, Heart Rate: 10.00 BPM
Time-stamp: 159 s, Heart Rate: 10.00 BPM
Time-stamp: 159 s, Heart Rate: 10.00 BPM
Time-stamp: 159 s, Heart Rate: 10.00 BPM
Time-stamp: 159 s, Heart Rate: 10.00 BPM
Time-stamp: 159 s, Heart Rate: 10.00 BPM
Time-stamp: 159 s, Heart Rate: 10.00 BPM
Time-stamp: 159 s, Heart Rate: 10.00 BPM
Time-stamp: 160 s, Heart Rate: 10.00 BPM
Time-stamp: 160 s, Heart Rate: 10.00 BPM
Time-stamp: 160 s, Heart Rate: 10.00 BPM
Time-stamp: 160 s, Heart Rate: 10.00 BPM
Time-stamp: 160 s, Heart Rate: 10.00 BPM
Time-stamp: 160 s, Heart Rate: 10.00 BPM
Time-stamp: 160 s, Heart Rate: 10.00 BPM
Time-stamp: 160 s, Heart Rate: 10.00 BPM
Time-stamp: 160 s, Heart Rate: 10.00 BPM
Time-stamp: 160 s, Heart Rate: 10.00 BPM
Time-stamp: 160 s, Heart Rate: 10.00 BPM
Time-stamp: 160 s, Heart Rate: 10.00 BPM
Time-stamp: 160 s, Heart Rate: 10.00 BPM
Time-stamp: 160 s, Heart Rate: 10.00 BPM
Time-stamp: 160 s, Heart Rate: 10.00 BPM
Time-stamp: 160 s, Heart Rate: 10.00 BPM
Time-stamp: 160 s, Heart Rate: 10.00 BPM
Time-stamp: 160 s, Heart Rate: 10.00 BPM
Time-stamp: 160 s, Heart Rate: 10.00 BPM
Time-stamp: 160 s, Heart Rate: 10.00 BPM
Time-stamp: 161 s, Heart Rate: 10.00 BPM
Time-stamp: 161 s, Heart Rate: 10.00 BPM
Time-stamp: 161 s, Heart Rate: 10.00 BPM
Time-stamp: 161 s, Heart Rate: 10.00 BPM
Time-stamp: 161 s, Heart Rate: 10.00 BPM
Time-stamp: 161 s, Heart Rate: 10.00 BPM
Time-stamp: 161 s, Heart Rate: 10.00 BPM
Time-stamp: 161 s, Heart Rate: 10.00 BPM
Time-stamp: 161 s, Heart Rate: 10.00 BPM
Time-stamp: 161 s, Heart Rate: 10.00 BPM
Time-stamp: 161 s, Heart Rate: 10.00 BPM
Time-stamp: 161 s, Heart Rate: 10.00 BPM
Time-stamp: 161 s, Heart Rate: 10.00 BPM
Time-stamp: 161 s, Heart Rate: 10.00 BPM
Time-stamp: 161 s, Heart Rate: 10.00 BPM
Time-stamp: 161 s, Heart Rate: 10.00 BPM
Time-stamp: 161 s, Heart Rate: 10.00 BPM
Time-stamp: 161 s, Heart Rate: 10.00 BPM
Time-stamp: 161 s, Heart Rate: 10.00 BPM
Time-stamp: 161 s, Heart Rate: 10.00 BPM
Time-stamp: 162 s, Heart Rate: 10.00 BPM
Time-stamp: 162 s, Heart Rate: 10.00 BPM
Time-stamp: 162 s, Heart Rate: 10.00 BPM
Time-stamp: 162 s, Heart Rate: 10.00 BPM
Time-stamp: 162 s, Heart Rate: 10.00 BPM
Time-stamp: 162 s, Heart Rate: 10.00 BPM
Time-stamp: 162 s, Heart Rate: 10.00 BPM
Time-stamp: 162 s, Heart Rate: 10.00 BPM
Time-stamp: 162 s, Heart Rate: 10.00 BPM
Time-stamp: 162 s, Heart Rate: 10.00 BPM
Time-stamp: 162 s, Heart Rate: 10.00 BPM
Time-stamp: 162 s, Heart Rate: 10.00 BPM
Time-stamp: 162 s, Heart Rate: 10.00 BPM
Time-stamp: 162 s, Heart Rate: 10.00 BPM
Time-stamp: 162 s, Heart Rate: 10.00 BPM
Time-stamp: 162 s, Heart Rate: 10.00 BPM
Time-stamp: 162 s, Heart Rate: 10.00 BPM
Time-stamp: 162 s, Heart Rate: 10.00 BPM
Time-stamp: 162 s, Heart Rate: 10.00 BPM
Time-stamp: 162 s, Heart Rate: 10.00 BPM
Time-stamp: 163 s, Heart Rate: 10.00 BPM
Time-stamp: 163 s, Heart Rate: 10.00 BPM
Time-stamp: 163 s, Heart Rate: 10.00 BPM
Time-stamp: 163 s, Heart Rate: 10.00 BPM
Time-stamp: 163 s, Heart Rate: 10.00 BPM
Time-stamp: 163 s, Heart Rate: 10.00 BPM
Time-stamp: 163 s, Heart Rate: 10.00 BPM
Time-stamp: 163 s, Heart Rate: 10.00 BPM
Time-stamp: 163 s, Heart Rate: 10.00 BPM
Time-stamp: 163 s, Heart Rate: 10.00 BPM
Time-stamp: 163 s, Heart Rate: 10.00 BPM
Time-stamp: 163 s, Heart Rate: 10.00 BPM
Time-stamp: 163 s, Heart Rate: 10.00 BPM
Time-stamp: 163 s, Heart Rate: 10.00 BPM
Time-stamp: 163 s, Heart Rate: 10.00 BPM
Time-stamp: 163 s, Heart Rate: 10.00 BPM
Time-stamp: 163 s, Heart Rate: 10.00 BPM
Time-stamp: 163 s, Heart Rate: 10.00 BPM
Time-stamp: 163 s, Heart Rate: 10.00 BPM
Time-stamp: 164 s, Heart Rate: 10.00 BPM
Time-stamp: 164 s, Heart Rate: 10.00 BPM
Time-stamp: 164 s, Heart Rate: 10.00 BPM
Time-stamp: 164 s, Heart Rate: 10.00 BPM
Time-stamp: 164 s, Heart Rate: 10.00 BPM
Time-stamp: 164 s, Heart Rate: 10.00 BPM
Time-stamp: 164 s, Heart Rate: 10.00 BPM
Time-stamp: 164 s, Heart Rate: 10.00 BPM
Time-stamp: 164 s, Heart Rate: 10.00 BPM
Time-stamp: 164 s, Heart Rate: 10.00 BPM
Time-stamp: 164 s, Heart Rate: 10.00 BPM
Time-stamp: 164 s, Heart Rate: 10.00 BPM
Time-stamp: 164 s, Heart Rate: 10.00 BPM
Time-stamp: 164 s, Heart Rate: 10.00 BPM
Time-stamp: 164 s, Heart Rate: 10.00 BPM
Time-stamp: 164 s, Heart Rate: 10.00 BPM
Time-stamp: 164 s, Heart Rate: 10.00 BPM
Time-stamp: 164 s, Heart Rate: 10.00 BPM
Time-stamp: 164 s, Heart Rate: 10.00 BPM
Time-stamp: 164 s, Heart Rate: 10.00 BPM
Time-stamp: 165 s, Heart Rate: 10.00 BPM
Time-stamp: 165 s, Heart Rate: 10.00 BPM
Time-stamp: 165 s, Heart Rate: 10.00 BPM
Time-stamp: 165 s, Heart Rate: 10.00 BPM
Time-stamp: 165 s, Heart Rate: 10.00 BPM
Time-stamp: 165 s, Heart Rate: 10.00 BPM
Time-stamp: 165 s, Heart Rate: 10.00 BPM
Time-stamp: 165 s, Heart Rate: 10.00 BPM
Time-stamp: 165 s, Heart Rate: 10.00 BPM
Time-stamp: 165 s, Heart Rate: 10.00 BPM
Time-stamp: 165 s, Heart Rate: 10.00 BPM
Time-stamp: 165 s, Heart Rate: 10.00 BPM
Time-stamp: 165 s, Heart Rate: 10.00 BPM
Time-stamp: 165 s, Heart Rate: 10.00 BPM
Time-stamp: 165 s, Heart Rate: 10.00 BPM
Time-stamp: 165 s, Heart Rate: 10.00 BPM
Time-stamp: 165 s, Heart Rate: 10.00 BPM
Time-stamp: 165 s, Heart Rate: 10.00 BPM
Time-stamp: 165 s, Heart Rate: 10.00 BPM
Time-stamp: 165 s, Heart Rate: 10.00 BPM
Time-stamp: 166 s, Heart Rate: 10.00 BPM
Time-stamp: 166 s, Heart Rate: 10.00 BPM
Time-stamp: 166 s, Heart Rate: 10.00 BPM
Time-stamp: 166 s, Heart Rate: 10.00 BPM
Time-stamp: 166 s, Heart Rate: 10.00 BPM
Time-stamp: 166 s, Heart Rate: 10.00 BPM
Time-stamp: 166 s, Heart Rate: 10.00 BPM
Time-stamp: 166 s, Heart Rate: 10.00 BPM
Time-stamp: 166 s, Heart Rate: 10.00 BPM
Time-stamp: 166 s, Heart Rate: 10.00 BPM
Time-stamp: 166 s, Heart Rate: 10.00 BPM
Time-stamp: 166 s, Heart Rate: 10.00 BPM
Time-stamp: 166 s, Heart Rate: 10.00 BPM
Time-stamp: 166 s, Heart Rate: 10.00 BPM
Time-stamp: 166 s, Heart Rate: 10.00 BPM
Time-stamp: 166 s, Heart Rate: 10.00 BPM
Time-stamp: 166 s, Heart Rate: 10.00 BPM
Time-stamp: 166 s, Heart Rate: 10.00 BPM
Time-stamp: 166 s, Heart Rate: 10.00 BPM
Time-stamp: 166 s, Heart Rate: 10.00 BPM
Time-stamp: 167 s, Heart Rate: 10.00 BPM
Time-stamp: 167 s, Heart Rate: 10.00 BPM
Time-stamp: 167 s, Heart Rate: 10.00 BPM
Time-stamp: 167 s, Heart Rate: 10.00 BPM
Time-stamp: 167 s, Heart Rate: 10.00 BPM
Time-stamp: 167 s, Heart Rate: 10.00 BPM
Time-stamp: 167 s, Heart Rate: 10.00 BPM
Time-stamp: 167 s, Heart Rate: 10.00 BPM
Time-stamp: 167 s, Heart Rate: 10.00 BPM
Time-stamp: 167 s, Heart Rate: 10.00 BPM
Time-stamp: 167 s, Heart Rate: 10.00 BPM
Time-stamp: 167 s, Heart Rate: 10.00 BPM
Time-stamp: 167 s, Heart Rate: 10.00 BPM
Time-stamp: 167 s, Heart Rate: 10.00 BPM
Time-stamp: 167 s, Heart Rate: 10.00 BPM
Time-stamp: 167 s, Heart Rate: 10.00 BPM
Time-stamp: 167 s, Heart Rate: 10.00 BPM
Time-stamp: 167 s, Heart Rate: 10.00 BPM
Time-stamp: 167 s, Heart Rate: 10.00 BPM
Time-stamp: 167 s, Heart Rate: 10.00 BPM
Time-stamp: 168 s, Heart Rate: 10.00 BPM
Time-stamp: 168 s, Heart Rate: 10.00 BPM
Time-stamp: 168 s, Heart Rate: 10.00 BPM
Time-stamp: 168 s, Heart Rate: 10.00 BPM
Time-stamp: 168 s, Heart Rate: 10.00 BPM
Time-stamp: 168 s, Heart Rate: 10.00 BPM
Time-stamp: 168 s, Heart Rate: 10.00 BPM
Time-stamp: 168 s, Heart Rate: 10.00 BPM
Time-stamp: 168 s, Heart Rate: 10.00 BPM
Time-stamp: 168 s, Heart Rate: 10.00 BPM
Time-stamp: 168 s, Heart Rate: 10.00 BPM
Time-stamp: 168 s, Heart Rate: 10.00 BPM
Time-stamp: 168 s, Heart Rate: 10.00 BPM
Time-stamp: 168 s, Heart Rate: 10.00 BPM
Time-stamp: 168 s, Heart Rate: 10.00 BPM
Time-stamp: 168 s, Heart Rate: 10.00 BPM
Time-stamp: 168 s, Heart Rate: 10.00 BPM
Time-stamp: 168 s, Heart Rate: 10.00 BPM
Time-stamp: 168 s, Heart Rate: 10.00 BPM
Time-stamp: 168 s, Heart Rate: 10.00 BPM
Time-stamp: 169 s, Heart Rate: 10.00 BPM
Time-stamp: 169 s, Heart Rate: 10.00 BPM
Time-stamp: 169 s, Heart Rate: 10.00 BPM
Time-stamp: 169 s, Heart Rate: 10.00 BPM
Time-stamp: 169 s, Heart Rate: 10.00 BPM
Time-stamp: 169 s, Heart Rate: 10.00 BPM
Time-stamp: 169 s, Heart Rate: 10.00 BPM
Time-stamp: 169 s, Heart Rate: 10.00 BPM
Time-stamp: 169 s, Heart Rate: 10.00 BPM
Time-stamp: 169 s, Heart Rate: 10.00 BPM
Time-stamp: 169 s, Heart Rate: 10.00 BPM
Time-stamp: 169 s, Heart Rate: 10.00 BPM
Time-stamp: 169 s, Heart Rate: 10.00 BPM
Time-stamp: 169 s, Heart Rate: 10.00 BPM
Time-stamp: 169 s, Heart Rate: 10.00 BPM
Time-stamp: 169 s, Heart Rate: 10.00 BPM
Time-stamp: 169 s, Heart Rate: 10.00 BPM
Time-stamp: 169 s, Heart Rate: 10.00 BPM
Time-stamp: 169 s, Heart Rate: 10.00 BPM
Time-stamp: 169 s, Heart Rate: 10.00 BPM
Time-stamp: 170 s, Heart Rate: 10.00 BPM
Time-stamp: 170 s, Heart Rate: 10.00 BPM
Time-stamp: 170 s, Heart Rate: 10.00 BPM
Time-stamp: 170 s, Heart Rate: 10.00 BPM
Time-stamp: 170 s, Heart Rate: 10.00 BPM
Time-stamp: 170 s, Heart Rate: 10.00 BPM
Time-stamp: 170 s, Heart Rate: 10.00 BPM
Time-stamp: 170 s, Heart Rate: 10.00 BPM
Time-stamp: 170 s, Heart Rate: 10.00 BPM
Time-stamp: 170 s, Heart Rate: 10.00 BPM
Time-stamp: 170 s, Heart Rate: 10.00 BPM
Time-stamp: 170 s, Heart Rate: 10.00 BPM
Time-stamp: 170 s, Heart Rate: 10.00 BPM
Time-stamp: 170 s, Heart Rate: 10.00 BPM
Time-stamp: 170 s, Heart Rate: 10.00 BPM
Time-stamp: 170 s, Heart Rate: 10.00 BPM
Time-stamp: 170 s, Heart Rate: 10.00 BPM
Time-stamp: 170 s, Heart Rate: 10.00 BPM
Time-stamp: 170 s, Heart Rate: 10.00 BPM
Time-stamp: 170 s, Heart Rate: 10.00 BPM
Time-stamp: 171 s, Heart Rate: 10.00 BPM
Time-stamp: 171 s, Heart Rate: 10.00 BPM
Time-stamp: 171 s, Heart Rate: 10.00 BPM
Time-stamp: 171 s, Heart Rate: 10.00 BPM
Time-stamp: 171 s, Heart Rate: 10.00 BPM
Time-stamp: 171 s, Heart Rate: 10.00 BPM
Time-stamp: 171 s, Heart Rate: 10.00 BPM
Time-stamp: 171 s, Heart Rate: 10.00 BPM
Time-stamp: 171 s, Heart Rate: 10.00 BPM
Time-stamp: 171 s, Heart Rate: 10.00 BPM
Time-stamp: 171 s, Heart Rate: 10.00 BPM
Time-stamp: 171 s, Heart Rate: 10.00 BPM
Time-stamp: 171 s, Heart Rate: 10.00 BPM
Time-stamp: 171 s, Heart Rate: 10.00 BPM
Time-stamp: 171 s, Heart Rate: 10.00 BPM
Time-stamp: 171 s, Heart Rate: 10.00 BPM
Time-stamp: 171 s, Heart Rate: 10.00 BPM
Time-stamp: 171 s, Heart Rate: 10.00 BPM
Time-stamp: 171 s, Heart Rate: 10.00 BPM
Time-stamp: 172 s, Heart Rate: 10.00 BPM
Time-stamp: 172 s, Heart Rate: 10.00 BPM
Time-stamp: 172 s, Heart Rate: 10.00 BPM
Time-stamp: 172 s, Heart Rate: 10.00 BPM
Time-stamp: 172 s, Heart Rate: 10.00 BPM
Time-stamp: 172 s, Heart Rate: 10.00 BPM
Time-stamp: 172 s, Heart Rate: 10.00 BPM
Time-stamp: 172 s, Heart Rate: 10.00 BPM
Time-stamp: 172 s, Heart Rate: 10.00 BPM
Time-stamp: 172 s, Heart Rate: 10.00 BPM
Time-stamp: 172 s, Heart Rate: 10.00 BPM
Time-stamp: 172 s, Heart Rate: 10.00 BPM
Time-stamp: 172 s, Heart Rate: 10.00 BPM
Time-stamp: 172 s, Heart Rate: 10.00 BPM
Time-stamp: 172 s, Heart Rate: 10.00 BPM
Time-stamp: 172 s, Heart Rate: 10.00 BPM
Time-stamp: 172 s, Heart Rate: 10.00 BPM
Time-stamp: 172 s, Heart Rate: 10.00 BPM
Time-stamp: 172 s, Heart Rate: 10.00 BPM
Time-stamp: 172 s, Heart Rate: 10.00 BPM
Time-stamp: 173 s, Heart Rate: 10.00 BPM
Time-stamp: 173 s, Heart Rate: 10.00 BPM
Time-stamp: 173 s, Heart Rate: 10.00 BPM
Time-stamp: 173 s, Heart Rate: 10.00 BPM
Time-stamp: 173 s, Heart Rate: 10.00 BPM
Time-stamp: 173 s, Heart Rate: 10.00 BPM
Time-stamp: 173 s, Heart Rate: 10.00 BPM
Time-stamp: 173 s, Heart Rate: 10.00 BPM
Time-stamp: 173 s, Heart Rate: 10.00 BPM
Time-stamp: 173 s, Heart Rate: 10.00 BPM
Time-stamp: 173 s, Heart Rate: 10.00 BPM
Time-stamp: 173 s, Heart Rate: 10.00 BPM
Time-stamp: 173 s, Heart Rate: 10.00 BPM
Time-stamp: 173 s, Heart Rate: 10.00 BPM
Time-stamp: 173 s, Heart Rate: 10.00 BPM
Time-stamp: 173 s, Heart Rate: 10.00 BPM
Time-stamp: 173 s, Heart Rate: 10.00 BPM
Time-stamp: 173 s, Heart Rate: 10.00 BPM
Time-stamp: 173 s, Heart Rate: 10.00 BPM
Time-stamp: 173 s, Heart Rate: 10.00 BPM
Time-stamp: 174 s, Heart Rate: 10.00 BPM
Time-stamp: 174 s, Heart Rate: 10.00 BPM
Time-stamp: 174 s, Heart Rate: 10.00 BPM
Time-stamp: 174 s, Heart Rate: 10.00 BPM
Time-stamp: 174 s, Heart Rate: 10.00 BPM
Time-stamp: 174 s, Heart Rate: 10.00 BPM
Time-stamp: 174 s, Heart Rate: 10.00 BPM
Time-stamp: 174 s, Heart Rate: 10.00 BPM
Time-stamp: 174 s, Heart Rate: 10.00 BPM
Time-stamp: 174 s, Heart Rate: 10.00 BPM
Time-stamp: 174 s, Heart Rate: 10.00 BPM
Time-stamp: 174 s, Heart Rate: 10.00 BPM
Time-stamp: 174 s, Heart Rate: 10.00 BPM
Time-stamp: 174 s, Heart Rate: 10.00 BPM
Time-stamp: 174 s, Heart Rate: 10.00 BPM
Time-stamp: 174 s, Heart Rate: 10.00 BPM
Time-stamp: 174 s, Heart Rate: 10.00 BPM
Time-stamp: 174 s, Heart Rate: 10.00 BPM
Time-stamp: 174 s, Heart Rate: 10.00 BPM
Time-stamp: 174 s, Heart Rate: 10.00 BPM
Time-stamp: 175 s, Heart Rate: 10.00 BPM
Time-stamp: 175 s, Heart Rate: 10.00 BPM
Time-stamp: 175 s, Heart Rate: 10.00 BPM
Time-stamp: 175 s, Heart Rate: 10.00 BPM
Time-stamp: 175 s, Heart Rate: 10.00 BPM
Time-stamp: 175 s, Heart Rate: 10.00 BPM
Time-stamp: 175 s, Heart Rate: 10.00 BPM
Time-stamp: 175 s, Heart Rate: 10.00 BPM
Time-stamp: 175 s, Heart Rate: 10.00 BPM
Time-stamp: 175 s, Heart Rate: 10.00 BPM
Time-stamp: 175 s, Heart Rate: 10.00 BPM
Time-stamp: 175 s, Heart Rate: 10.00 BPM
Time-stamp: 175 s, Heart Rate: 10.00 BPM
Time-stamp: 175 s, Heart Rate: 10.00 BPM
Time-stamp: 175 s, Heart Rate: 10.00 BPM
Time-stamp: 175 s, Heart Rate: 10.00 BPM
Time-stamp: 175 s, Heart Rate: 10.00 BPM
Time-stamp: 175 s, Heart Rate: 10.00 BPM
Time-stamp: 175 s, Heart Rate: 10.00 BPM
Time-stamp: 175 s, Heart Rate: 10.00 BPM
Time-stamp: 176 s, Heart Rate: 10.00 BPM
Time-stamp: 176 s, Heart Rate: 10.00 BPM
Time-stamp: 176 s, Heart Rate: 10.00 BPM
Time-stamp: 176 s, Heart Rate: 10.00 BPM
Time-stamp: 176 s, Heart Rate: 10.00 BPM
Time-stamp: 176 s, Heart Rate: 10.00 BPM
Time-stamp: 176 s, Heart Rate: 10.00 BPM
Time-stamp: 176 s, Heart Rate: 10.00 BPM
Time-stamp: 176 s, Heart Rate: 10.00 BPM
Time-stamp: 176 s, Heart Rate: 10.00 BPM
Time-stamp: 176 s, Heart Rate: 10.00 BPM
Time-stamp: 176 s, Heart Rate: 10.00 BPM
Time-stamp: 176 s, Heart Rate: 10.00 BPM
Time-stamp: 176 s, Heart Rate: 10.00 BPM
Time-stamp: 176 s, Heart Rate: 10.00 BPM
Time-stamp: 176 s, Heart Rate: 10.00 BPM
Time-stamp: 176 s, Heart Rate: 10.00 BPM
Time-stamp: 176 s, Heart Rate: 10.00 BPM
Time-stamp: 176 s, Heart Rate: 10.00 BPM
Time-stamp: 176 s, Heart Rate: 10.00 BPM
Time-stamp: 177 s, Heart Rate: 10.00 BPM
Time-stamp: 177 s, Heart Rate: 10.00 BPM
Time-stamp: 177 s, Heart Rate: 10.00 BPM
Time-stamp: 177 s, Heart Rate: 10.00 BPM
Time-stamp: 177 s, Heart Rate: 10.00 BPM
Time-stamp: 177 s, Heart Rate: 10.00 BPM
Time-stamp: 177 s, Heart Rate: 10.00 BPM
Time-stamp: 177 s, Heart Rate: 10.00 BPM
Time-stamp: 177 s, Heart Rate: 10.00 BPM
Time-stamp: 177 s, Heart Rate: 10.00 BPM
Time-stamp: 177 s, Heart Rate: 10.00 BPM
Time-stamp: 177 s, Heart Rate: 10.00 BPM
Time-stamp: 177 s, Heart Rate: 10.00 BPM
Time-stamp: 177 s, Heart Rate: 10.00 BPM
Time-stamp: 177 s, Heart Rate: 10.00 BPM
Time-stamp: 177 s, Heart Rate: 10.00 BPM
Time-stamp: 177 s, Heart Rate: 10.00 BPM
Time-stamp: 177 s, Heart Rate: 10.00 BPM
Time-stamp: 177 s, Heart Rate: 10.00 BPM
Time-stamp: 177 s, Heart Rate: 10.00 BPM
Time-stamp: 178 s, Heart Rate: 10.00 BPM
Time-stamp: 178 s, Heart Rate: 10.00 BPM
Time-stamp: 178 s, Heart Rate: 10.00 BPM
Time-stamp: 178 s, Heart Rate: 10.00 BPM
Time-stamp: 178 s, Heart Rate: 10.00 BPM
Time-stamp: 178 s, Heart Rate: 10.00 BPM
Time-stamp: 178 s, Heart Rate: 10.00 BPM
Time-stamp: 178 s, Heart Rate: 10.00 BPM
Time-stamp: 178 s, Heart Rate: 10.00 BPM
Time-stamp: 178 s, Heart Rate: 10.00 BPM
Time-stamp: 178 s, Heart Rate: 10.00 BPM
Time-stamp: 178 s, Heart Rate: 10.00 BPM
Time-stamp: 178 s, Heart Rate: 10.00 BPM
Time-stamp: 178 s, Heart Rate: 10.00 BPM
Time-stamp: 178 s, Heart Rate: 10.00 BPM
Time-stamp: 178 s, Heart Rate: 10.00 BPM
Time-stamp: 178 s, Heart Rate: 10.00 BPM
Time-stamp: 178 s, Heart Rate: 10.00 BPM
Time-stamp: 178 s, Heart Rate: 10.00 BPM
Time-stamp: 178 s, Heart Rate: 10.00 BPM
Time-stamp: 179 s, Heart Rate: 10.00 BPM
Time-stamp: 179 s, Heart Rate: 10.00 BPM
Time-stamp: 179 s, Heart Rate: 10.00 BPM
Time-stamp: 179 s, Heart Rate: 10.00 BPM
Time-stamp: 179 s, Heart Rate: 10.00 BPM
Time-stamp: 179 s, Heart Rate: 10.00 BPM
Time-stamp: 179 s, Heart Rate: 10.00 BPM
Time-stamp: 179 s, Heart Rate: 10.00 BPM
Time-stamp: 179 s, Heart Rate: 10.00 BPM
Time-stamp: 179 s, Heart Rate: 10.00 BPM
Time-stamp: 179 s, Heart Rate: 10.00 BPM
Time-stamp: 179 s, Heart Rate: 10.00 BPM
Time-stamp: 179 s, Heart Rate: 10.00 BPM
Time-stamp: 179 s, Heart Rate: 10.00 BPM
Time-stamp: 179 s, Heart Rate: 10.00 BPM
Time-stamp: 179 s, Heart Rate: 10.00 BPM
Time-stamp: 179 s, Heart Rate: 10.00 BPM
Time-stamp: 179 s, Heart Rate: 10.00 BPM
Time-stamp: 179 s, Heart Rate: 10.00 BPM
Time-stamp: 179 s, Heart Rate: 10.00 BPM
Time-stamp: 180 s, Heart Rate: 10.00 BPM
Time-stamp: 180 s, Heart Rate: 10.00 BPM
Time-stamp: 180 s, Heart Rate: 10.00 BPM
Time-stamp: 180 s, Heart Rate: 10.00 BPM
Time-stamp: 180 s, Heart Rate: 10.00 BPM
Time-stamp: 180 s, Heart Rate: 10.00 BPM
Time-stamp: 180 s, Heart Rate: 10.00 BPM
Time-stamp: 180 s, Heart Rate: 10.00 BPM
Time-stamp: 180 s, Heart Rate: 10.00 BPM
Time-stamp: 180 s, Heart Rate: 10.00 BPM
Time-stamp: 180 s, Heart Rate: 10.00 BPM
Time-stamp: 180 s, Heart Rate: 10.00 BPM
Time-stamp: 180 s, Heart Rate: 10.00 BPM
Time-stamp: 180 s, Heart Rate: 10.00 BPM
Time-stamp: 180 s, Heart Rate: 10.00 BPM
Time-stamp: 180 s, Heart Rate: 10.00 BPM
Time-stamp: 180 s, Heart Rate: 10.00 BPM
Time-stamp: 180 s, Heart Rate: 10.00 BPM
Time-stamp: 180 s, Heart Rate: 10.00 BPM
Time-stamp: 181 s, Heart Rate: 10.00 BPM
Time-stamp: 181 s, Heart Rate: 10.00 BPM
Time-stamp: 181 s, Heart Rate: 10.00 BPM
Time-stamp: 181 s, Heart Rate: 10.00 BPM
Time-stamp: 181 s, Heart Rate: 10.00 BPM
Time-stamp: 181 s, Heart Rate: 10.00 BPM
Time-stamp: 181 s, Heart Rate: 10.00 BPM
Time-stamp: 181 s, Heart Rate: 10.00 BPM
Time-stamp: 181 s, Heart Rate: 10.00 BPM
Time-stamp: 181 s, Heart Rate: 10.00 BPM
Time-stamp: 181 s, Heart Rate: 10.00 BPM
Time-stamp: 181 s, Heart Rate: 10.00 BPM
Time-stamp: 181 s, Heart Rate: 10.00 BPM
Time-stamp: 181 s, Heart Rate: 10.00 BPM
Time-stamp: 181 s, Heart Rate: 10.00 BPM
